frame,time,full_rmsd,group0,group1,group2,group3,group4,group5
21.0,2100.0,1.570971337766977,1.6884777496102392,1.4914374482119939,1.7372766972153204,1.5418493712348662,0.9175280949518758,1.5709713461644295
22.0,2200.0,1.6926505710488111,1.9938720493345032,1.3055386639394118,1.761523464983902,1.8703968440287155,0.9133113898937695,1.6926506012537565
23.0,2300.0,1.7181103942560307,2.1905916884267493,1.4082715420276015,1.7303927163309714,2.0105332852284636,1.0805511271406767,1.718110423204483
24.0,2400.0,1.7736832805710414,2.0000574293929962,1.8223410681547558,1.7086137404481538,1.8892354485669995,1.0725513273345126,1.7736833440826607
25.0,2500.0,1.8067654668350315,2.1006899331383004,1.7685033394483443,1.982926206802271,1.9955839268619775,1.420706406570661,1.806765488109435
26.0,2600.0,1.7498185486931845,2.1629404633340075,1.6095260743649116,1.7247281420385554,2.0055051284161047,1.484794508372153,1.7498185659349808
27.0,2700.0,1.7230030046454052,1.9170200579683059,1.5552172949788499,1.828246930947849,2.1482771223391848,1.065739641023035,1.7230030282561812
28.0,2800.0,1.7299531708194207,1.8864217974596107,1.5831621067455888,1.5795874365416716,1.9131287208327719,1.4338521978346037,1.7299532338694519
29.0,2900.0,1.66046118055061,1.7053973049764166,1.4994746881601035,1.9656929372609466,1.547815778930594,1.2164237098486967,1.6604612462730715
30.0,3000.0,1.6996564954177127,1.966943168704796,1.5539996987648712,1.7691010979486688,1.9599536540060065,1.1947742137361232,1.6996565718227226
31.0,3100.0,1.6602789937947442,1.8767142188583492,1.694122271788543,1.647920914581643,2.102112126479244,0.949116536929958,1.6602790194578403
32.0,3200.0,1.691389937490636,1.9960550003248634,1.483721163167398,1.7625272770418998,2.030960117618006,0.8865602860323731,1.69139000325923
33.0,3300.0,1.6660728773099367,1.56483643041823,1.802102322821346,1.8943280119326642,1.9878078892518514,1.1299672991906717,1.6660729220921295
34.0,3400.0,1.6951173892683227,1.7806591046576943,2.5761451480301067,1.6904423698330393,2.130834250945413,0.8975370635200699,1.6951174505758375
35.0,3500.0,1.6893803519738073,1.720649845899685,2.0157877055137714,1.8171602779258846,1.8686085428682992,1.1639640854038729,1.6893803761809327
36.0,3600.0,1.698247696031807,1.9197880528876505,1.6305861718074726,1.6444712546794351,1.9945411328606086,1.08625977314498,1.6982477239407832
37.0,3700.0,1.7117146226322515,1.9439592804633228,1.5193483840566655,1.5702441405636898,1.901369727852707,0.8034141633673214,1.7117146768627565
38.0,3800.0,1.6299127412079144,1.7860148109546907,1.625449607241798,1.71160669172523,1.8430623785216946,1.0427251406391926,1.6299127643774565
39.0,3900.0,1.726968630356451,1.9974550094461954,1.4896321797513834,1.7643311660188734,1.9922558974054925,0.9889261601189916,1.7269686423153154
40.0,4000.0,1.6884603932607083,2.038747980475688,1.4966036464247787,1.9061923009199395,2.069003955547048,1.0829592195046605,1.6884604242407557
41.0,4100.0,1.773170654206875,2.1500781069464323,1.317887027128522,1.8596260896299788,1.8994019809730118,1.0127627890613542,1.7731706959653843
42.0,4200.0,1.8467994953596119,2.0493588707689976,1.4965864934547404,1.5546263227070025,1.8130718283471319,1.288038631990416,1.846799538481938
43.0,4300.0,1.7832392946444064,2.0538226424333565,1.4752317081077326,1.6193883868176218,2.043011821514173,0.8984423959233596,1.7832393214529378
44.0,4400.0,1.82428507631774,2.187331341460196,1.4782101330057849,1.767249669326534,2.1180317272830833,1.0165321358448922,1.8242851183158357
45.0,4500.0,1.8885425693731395,2.632829367106913,1.8941929721219717,1.7730882834117547,1.8331528501813636,1.0246963881420394,1.8885425906384496
46.0,4600.0,2.0082668593191766,2.8995041605638363,1.7714344294693283,1.6627131481446884,1.647251431296342,0.9110194299374154,2.0082668858356474
47.0,4700.0,1.8035148024859295,2.1554404652547605,1.771424016861801,1.8858124943215915,1.7774302085473002,0.898346981469711,1.8035148378281056
48.0,4800.0,1.8483156001876828,2.0822273321359566,1.7794358533242183,1.6453770430597343,1.7611240159353443,1.3444521896878694,1.848315633612084
49.0,4900.0,1.9548215109273976,2.597999995208096,1.4638197266590822,1.7067890615718522,1.9611680929782231,1.1265023505556673,1.9548215431158664
50.0,5000.0,1.8941016777162318,2.316513354485246,1.5757175095047335,1.46705317408448,1.809073523184009,1.3521287975137577,1.8941016784577047
51.0,5100.0,1.836579862477084,2.251291372612021,1.3377664092705106,1.4037858722775962,1.7639367317248376,1.4134875370030997,1.8365798702966392
52.0,5200.0,1.8113730172426876,2.1020329303056147,1.702280942496863,1.630312551310318,1.659923492027472,1.3190143632377755,1.8113730667688859
53.0,5300.0,1.9663511719163773,2.2433997859748622,1.848762303794,1.8980595892030097,1.8062080307389985,1.4084348048913282,1.966351180530233
54.0,5400.0,1.8582605227425273,2.262106992826665,1.551026459872282,1.7279090815432674,1.8047436610343344,1.405707131854646,1.8582605570673392
55.0,5500.0,1.91633848517509,2.4540785719553604,1.3712150078526628,1.9161794210478469,2.2133650319922875,1.175806387329653,1.9163385169131746
56.0,5600.0,1.7679893260566502,2.0548811570220438,1.2184177470168995,1.681132881625271,1.9498969653590708,1.2568909653972795,1.7679893221313243
57.0,5700.0,1.81552046595443,2.146132691716295,1.267974027659688,1.941515705786951,2.1033391520825586,1.2717136886073295,1.8155204993654397
58.0,5800.0,1.8470253125324447,2.3474072894743303,1.3793474783240656,1.9732999948192078,1.9570155848305022,1.4805631752253872,1.847025332617054
59.0,5900.0,1.7981195819845504,1.9578727546958077,1.35508405771828,1.7670872686852546,1.7341742637250601,1.39190504522138,1.7981195756789854
60.0,6000.0,1.8651313526018474,2.0647142577798725,1.2458940907269638,1.7451303213079796,1.758118932316489,1.550001630851376,1.8651313772386364
61.0,6100.0,1.7686259445960275,2.0375092317916277,1.293496945289452,1.7918324005728752,1.7022170406047274,1.3814837086592655,1.7686259808753773
62.0,6200.0,1.7946986197135908,1.9335099522640018,1.2979053709113348,1.9663798407919673,1.9995766098108554,1.4786780552367866,1.794698670253511
63.0,6300.0,1.7613462037415684,2.0102482662772405,1.3629589134239037,1.8786565765283336,1.8467934442689684,1.2377655375606649,1.7613462309931962
64.0,6400.0,1.7734479036705628,2.0054045560956255,1.3373716381142469,1.49157652625052,1.8782344474325117,1.207264818707599,1.7734479258718039
65.0,6500.0,1.7677550417611658,1.9955042135977747,1.3299577310684843,1.3922719317440082,1.9681744139822828,1.6077196874548285,1.767755092800549
66.0,6600.0,1.739711026980557,1.9265551391043854,1.5468776433625333,1.4322883139078932,1.9681609635885375,1.064622405318061,1.739711022463617
67.0,6700.0,1.8052913295708457,1.949267272125957,1.2995742746993144,1.4057162808806196,1.785493895920077,1.2529861322664155,1.8052913475068997
68.0,6800.0,1.7627504921585375,2.00527311763522,1.2867807756779304,1.3735806243566462,2.0319177474043255,1.0280972797413144,1.7627505254194784
69.0,6900.0,1.7417420764970208,1.9189439825192944,1.3418220869099509,1.449685197522883,2.0261091552148445,1.2197859590272437,1.741742094297382
70.0,7000.0,1.7929550571416082,1.925879142249153,1.3524822880958542,1.5451679646256844,2.0994280947450323,1.237128168195007,1.7929550973201107
71.0,7100.0,1.8338341921711332,2.179704719675025,1.5738476618782355,1.3606612992603526,2.0348939323681305,1.280262001130706,1.8338341849676125
72.0,7200.0,1.8286921100049904,2.249537707990295,1.4752328331768982,1.501525795564832,2.1695773157847174,1.1617601855564632,1.8286921511925212
73.0,7300.0,1.8985710267642055,2.3893575957836335,1.4993408659562066,1.362516708570567,2.1570503682963786,1.1032692591994064,1.8985711082118621
74.0,7400.0,1.704924582505184,2.05925281409719,1.3775340087946544,1.3423694733898588,1.9272164250824717,1.2971228805935064,1.704924639367869
75.0,7500.0,1.9244817586277885,2.428668309934547,1.4360400699247111,1.569696834612231,2.2636594964403964,1.1879902627980368,1.9244817855550034
76.0,7600.0,1.8753849075716618,2.2374157986148955,1.456831236633824,1.527568724411664,1.8192729711763038,1.2964894229733421,1.875384962865209
77.0,7700.0,1.8493171186549984,2.1485013679969027,1.4138256785315373,1.6249359126630394,1.9637858699296151,1.0640874177874404,1.8493171272413556
78.0,7800.0,1.8218434583693244,2.1354074877818743,1.6024259842251418,1.4531562024558173,1.8153904713622966,1.2316323346910345,1.8218435275791713
79.0,7900.0,1.865082624598587,2.063576360094308,1.5622948122119893,1.6166090140039109,1.8318398135192866,1.1488668120993497,1.8650826541191636
80.0,8000.0,1.8317488349211835,2.138418402058918,1.9188456126224425,1.6170888205313492,1.7034249454158341,1.0232348277123164,1.8317488757354994
81.0,8100.0,1.8341388955657385,2.3255106641698617,1.6897422430148508,1.488769218326727,1.9012592239702464,1.172088006208509,1.8341389528886578
82.0,8200.0,1.8802010971406935,2.2394872547665927,1.753706631679199,1.4690607080960443,2.023877116520218,1.2291349537523693,1.8802011218218384
83.0,8300.0,1.8411509765362308,2.294688335369361,1.703985336137034,1.439251306345888,1.828103579129351,1.4772837130448075,1.8411510467969072
84.0,8400.0,1.8079428350560827,2.1779682320769,1.7849404926362313,1.2037595438785844,1.8000221354493398,1.1437751992805967,1.8079428619502165
85.0,8500.0,1.911400473314797,2.1522966376377823,1.5677255158271681,1.2901978636361098,1.9073595105794343,1.329562233212733,1.9114005409419799
86.0,8600.0,1.8508919950405582,2.1671459742843107,1.686738138942781,1.5891362128016773,1.6995162110572897,1.1301959088631752,1.8508920440299992
87.0,8700.0,1.8777679296319263,2.218154392656405,1.7478795346854945,1.8303547108894977,1.6988944963440267,1.2824125843433,1.8777679923395239
88.0,8800.0,1.8676571808401388,2.3788419922100035,1.8425124143274918,1.5071709628487178,1.7963575743919789,1.2605710806207837,1.86765724925515
89.0,8900.0,1.9556294987450116,2.3573843686902833,2.267894827006365,1.796869167060782,1.7917540382222477,1.4332697650435053,1.955629553258552
90.0,9000.0,1.832522923566795,2.1987018913468916,1.7457232180032312,1.4600108202680986,1.6755870343610801,1.364226960000057,1.8325229546437563
91.0,9100.0,1.8727544953273116,2.0928125125694184,1.8323191311326483,1.692681130996038,1.8514418899368341,1.0041709633579226,1.872754532358786
92.0,9200.0,1.83807005844536,2.032593138024845,2.0510139949993573,1.882811642050547,1.9085804306577008,1.279874437130983,1.8380700923508932
93.0,9300.0,1.8439357945084764,2.077693575362229,2.1264520691533915,1.5550017189534027,1.9578838444648217,1.0574119022275144,1.84393586618107
94.0,9400.0,1.9536491053554417,2.2651859937389216,2.114644533395045,1.5810346628969942,2.071301612394673,1.259396536181144,1.9536491494437305
95.0,9500.0,1.8777300059371729,2.119683735379589,2.1889812268473854,1.4564383743106932,1.9010146073359255,1.165138592178669,1.8777300278015154
96.0,9600.0,2.0229167768777176,2.31248963771229,2.150960179602474,1.6618905051497117,1.8301876150533387,1.3480368031636893,2.0229168600578857
97.0,9700.0,1.919650854806905,2.3138815141980817,2.007365089302554,1.3432755042951254,1.6795229908467277,1.1644538418710921,1.9196509130873516
98.0,9800.0,1.9849807001554998,2.167003145014171,1.9636822381041585,1.7292025876766572,1.7333897046613385,1.4268722289260043,1.984980723472449
99.0,9900.0,1.9205948011466816,2.1316117604012357,2.165832039701442,1.3868600842373884,1.5507489282132438,1.220514600108113,1.9205948300194247
100.0,10000.0,1.9215664567275499,2.217429616294633,1.9552952835798874,1.6556971216858154,1.7772517640216914,1.1982194373884894,1.9215664822757343
101.0,10100.0,2.0667342377025393,2.321200738610631,2.5687210072138513,1.544848422825652,1.7515499286620086,1.4422574335228966,2.066734309094263
102.0,10200.0,2.0045664937167964,2.4177909751031765,2.384576023971921,1.426376543138344,1.7040472826047075,1.226843062779641,2.004566509262321
103.0,10300.0,1.9988531300827295,2.2553534012979712,2.155804434460852,1.5296387701351037,1.6924803080965691,1.065697025749744,1.998853187053923
104.0,10400.0,1.9382950338248792,2.432541694057743,1.9953533483318975,1.5296326120856945,1.9457334072313321,1.0713464595145743,1.9382950806206654
105.0,10500.0,1.9458010953945983,2.582303892298341,1.9621008599750358,1.5602954751714317,1.8430397603809527,0.9021069099518033,1.9458011621560385
106.0,10600.0,2.0463580799518457,2.583016524621218,2.214692449583247,1.5700233099474,2.037491390033602,1.1929765567912454,2.0463581387986793
107.0,10700.0,1.9489492109228588,2.4656013659977796,1.999670214604688,1.643894368907015,1.7562815348686054,0.9810007934136201,1.948949280404689
108.0,10800.0,2.1301956575369285,2.74886166308374,1.8584250892394916,1.4120228636748562,1.8075435934505175,1.0643771385095384,2.1301957471332167
109.0,10900.0,1.952655751409247,2.5102022051775017,2.306515157738116,1.2443594485919482,1.826079580932056,1.0589842923495976,1.9526558155344251
110.0,11000.0,1.8768530487882,2.423727460279921,1.6902605422802424,1.496353364518111,1.7987999087581956,0.7244463831060302,1.8768530831665955
111.0,11100.0,1.9090275202408131,2.5233876849945345,1.72036769373694,1.7531880567208875,1.9243717543131282,0.8327983965950678,1.9090275390850042
112.0,11200.0,1.9622526243623872,2.4387398915188703,1.8791034105113291,1.651279563812587,1.9319739155156526,1.23443206982288,1.9622526514857141
113.0,11300.0,2.19755786876208,2.657713811682677,2.1337744955677933,1.5928278063907648,2.047366359434095,1.8658791419043923,2.197557898297062
114.0,11400.0,1.9139024869123231,2.309168314989395,1.7945029771936698,1.6281829852433876,1.82079659461412,0.9081588139196923,1.9139025102707559
115.0,11500.0,1.9450659490670819,2.2192513454952163,1.7039138560307117,1.6807338531320835,2.0169089883608673,1.2329809694261709,1.945066009667042
116.0,11600.0,2.0092458891628215,2.372764450445058,1.6145523455533701,1.6769474755066527,1.8558085754680713,1.6622727071443326,2.0092459197976247
117.0,11700.0,1.9605465961861424,2.6329109742516525,1.8032745115862296,1.437716018647825,1.787798704731685,0.7029663511024733,1.9605466329861192
118.0,11800.0,1.9528179503984036,2.376744791407959,1.844905879969076,1.4951848154171956,1.883396893514383,1.696870771557249,1.952817981002794
119.0,11900.0,1.785716792329909,2.0510606358425876,1.6850683922923633,1.242459835241628,1.728110264170399,1.0320234527504601,1.785716824644091
120.0,12000.0,1.8408936214570566,2.2255589441353254,1.641165805359126,1.6921601802824295,2.1662498042500316,0.8995778919285496,1.840893692123737
121.0,12100.0,1.9454469169621582,2.2571221812659523,1.8791144589393034,1.6293991951712634,2.230435814410548,0.9786723205724288,1.9454469378035426
122.0,12200.0,1.9739863024636328,2.232263698089086,1.8284603308269276,1.7476635381218433,2.204234048085708,1.3154640946478884,1.9739863583371582
123.0,12300.0,1.9405951179013254,2.325198408479064,1.8191939247830449,1.528572461263666,2.2180438944596883,1.206869732798689,1.940595174985935
124.0,12400.0,1.926860670895235,2.285863836459789,1.8330335630519852,1.7085430216041775,2.256901211987242,1.0860314774404538,1.926860712201307
125.0,12500.0,1.8773207069330444,2.17824812444802,1.797735171919481,1.9207255049983478,2.2316561487919233,0.7902278073189123,1.877320727524648
126.0,12600.0,1.9401808475333777,2.1519016589873967,1.7494961383590915,1.768006254659578,2.4365663388155556,1.0272599176276758,1.940180861780711
127.0,12700.0,1.9645817498675082,2.2103797692266878,2.0289121136234036,1.6185901086667855,2.0782851947011918,1.1930559218785515,1.964581771348062
128.0,12800.0,1.9340556387700534,2.152612002406727,1.81550877982792,1.7231865695742294,2.244353786487469,1.2642673251353995,1.934055704983914
129.0,12900.0,2.0699761274306905,2.4107310452134083,1.970154015150209,1.7565680173258813,2.217439469066535,1.5235227324051361,2.0699761727887616
130.0,13000.0,2.053945191782248,2.273769585057835,1.5951503800358682,1.6851617522839653,2.304572554721396,1.2884970349073523,2.0539452116022194
131.0,13100.0,2.1892806356084433,2.474496989545155,1.9166216493018353,1.917671428215919,2.6184355420208067,1.1911118717796867,2.1892806680686596
132.0,13200.0,2.0794173483898915,2.489521284735415,2.0231366509343913,1.4502487960841017,2.367613684207344,1.4945451948888162,2.079417387594634
133.0,13300.0,2.1719261212762055,2.4606420699225717,1.9693231054973235,1.6492266605374142,2.560214992037914,1.4294547909258195,2.17192615791606
134.0,13400.0,2.157622207842606,2.534575525254386,2.142543240401255,1.7553626494601768,2.7077883526548594,1.16553177401835,2.1576222638628884
135.0,13500.0,2.1935068635396036,2.6489081323857304,1.999425371903844,1.6140989205753717,2.210486861670852,1.4318444353738764,2.1935069003470686
136.0,13600.0,2.1316910414528465,2.484671772863194,1.8059835960127073,1.9500866633004255,2.7897288731855547,1.290719194311384,2.1316911579029765
137.0,13700.0,2.080630009179491,2.51287389526384,1.6682892343259756,1.8847059729223734,2.8265075993793736,1.188638426909577,2.080630054350858
138.0,13800.0,2.204845693379977,2.7355688748201126,1.9887719993435462,1.68239950031597,1.8918667186051952,1.2965096635523592,2.2048457336925558
139.0,13900.0,2.1731932691536007,2.352171380955973,1.9064207268113575,2.2416261539338547,2.5433318340714672,1.4686814936085473,2.1731933639187204
140.0,14000.0,2.0950555798777466,2.4727759503205697,1.9304352756467669,1.8901094884672607,2.2368892759031875,1.359477144149351,2.0950556807225724
141.0,14100.0,2.068000031946135,2.3989211888527904,1.8596704619983007,1.729000203221621,2.4235541300485868,1.0554540972304338,2.068000083358762
142.0,14200.0,2.036290401733573,2.2545615038417326,1.9811179749470134,1.458200187033816,2.4456074929033873,1.2415688143352157,2.036290480352887
143.0,14300.0,1.9776507375136152,2.4230654725438345,1.9740776728387648,1.4069450784741149,2.282251517747696,1.4400086595981132,1.9776507692974936
144.0,14400.0,2.1232295520287856,2.7073824236701745,1.9738956819831068,1.5901153523705793,2.332535866190885,1.125470673211811,2.1232296067970737
145.0,14500.0,2.1196455982029536,2.512615722183682,1.8043219104083292,1.6953804982595053,2.3833097323167216,1.3581070069043844,2.119645677745146
146.0,14600.0,2.0389617560090585,2.4842072075304467,1.7756141775340393,1.7457034752398115,2.332842379206923,1.3185297898264434,2.0389617985684696
147.0,14700.0,2.048523774443061,2.6034940736036467,2.0120390717288,1.639055262661735,2.1181028949694922,1.2526360693161187,2.0485237901495004
148.0,14800.0,2.0150034885313026,2.514705982503265,1.9197146136084926,1.919853521923855,2.4269849014282725,1.1520381027241813,2.0150035066155425
149.0,14900.0,2.088371905581677,2.698712803194523,1.758492523827835,1.5307943413324092,2.26471517460176,1.2813772156734555,2.088371975507831
150.0,15000.0,2.015366412852159,2.5430939061573503,1.6722328385192688,1.779270253595438,2.209789446783947,1.3050992609307388,2.015366477845285
151.0,15100.0,1.954731479874243,2.338615329324087,1.982230831539921,1.5549825639213037,2.0147527759302184,1.2592703182630978,1.9547315317243135
152.0,15200.0,1.9949212485867518,2.3637732477193834,2.107724159084968,1.8515021656834112,2.128707592377028,1.1753418452385438,1.994921261289143
153.0,15300.0,2.041991703315264,2.571478056858061,1.9989894187502015,2.0144871138597114,2.0841458034106872,1.1806880584972232,2.0419917631671622
154.0,15400.0,2.055429657311937,2.755455811928916,2.0236622329780394,1.7431819434131628,1.719038258033959,1.324726919882917,2.0554297777624204
155.0,15500.0,2.0861584639778488,2.6901817533158177,1.8186706540336492,1.696257524684087,1.8896403573502931,1.3334481331994363,2.08615856566336
156.0,15600.0,2.034971331618397,2.7920667715704393,1.8474411876133692,1.7882756148667838,1.9272168411209047,1.5945190224001606,2.0349713844931507
157.0,15700.0,1.977957354729758,2.668157922869627,1.862942652997793,1.7740324837787016,1.8426567148252027,1.1361035786198859,1.9779574041872694
158.0,15800.0,1.990258130828047,2.6640482016392575,1.9834139384551237,1.6635893370537798,1.8414710907495861,1.3434397383978836,1.9902581841960616
159.0,15900.0,1.9539327776198487,2.490128609580328,1.8319007942030172,1.7423895104270108,1.9759688027405633,1.2710022857798948,1.9539328679778047
160.0,16000.0,2.0312143570617245,2.702587912806345,1.9238932305855845,1.5190145432701214,1.8940030056379629,1.2672521630344513,2.0312143991004463
161.0,16100.0,1.9370984505981566,2.4061233269722893,1.7587944581770552,1.6481143934607885,1.876951735959884,1.3909738945014425,1.937098555583038
162.0,16200.0,1.983610813266703,2.513651489516235,1.924555452329511,1.7993496575915535,1.941260942872263,1.8343156548559183,1.9836108523374425
163.0,16300.0,1.9292184104479695,2.5119821030465803,1.9847131604491186,1.6224511541035613,1.7520085462274193,1.4182215536702178,1.9292184847037421
164.0,16400.0,1.9816446335310973,2.515449290261585,1.9106239197986017,2.1126835076981063,1.799999118847692,1.2686687511071368,1.9816447083802988
165.0,16500.0,1.9391650285920854,2.5458267950903344,1.8705673663331133,1.8482105656568446,1.879189463636541,1.5159446843532667,1.9391651066868563
166.0,16600.0,1.9652657052954612,2.4719594739169546,2.099133874914094,1.7329999314497724,1.8574035147527412,1.4757549497881888,1.9652657730758685
167.0,16700.0,1.9347308737805258,2.4164306417315116,1.9111194084105096,1.9860617570729857,1.8295667663430826,1.4822053453958932,1.934730931123299
168.0,16800.0,2.0856250634761593,2.568979992887317,2.199240602961271,2.1285932089617225,1.9097682879260465,1.2854767100811137,2.0856251127994967
169.0,16900.0,2.0865844796303037,2.5068090980348803,2.351392253926125,2.1625079355933168,2.2331518928682232,1.3279061339955796,2.086584554969768
170.0,17000.0,2.0012746093884872,2.5145646087728433,1.8266895347345211,2.01974482690195,2.1124872784413897,1.4081652491359904,2.001274674887873
171.0,17100.0,2.029472581045048,2.4510490019829074,2.226712810677441,2.0187998212775615,1.879124982467708,1.2576422584876428,2.0294726471551257
172.0,17200.0,2.038366648505298,2.6363984237062446,2.222177626840879,1.8333303793475832,1.7052952280495048,1.8251321348937843,2.038366712414862
173.0,17300.0,2.045526697875812,2.508692753588204,2.476108720159654,2.077392705817578,1.8326546504138133,2.144785264146369,2.0455267553318826
174.0,17400.0,2.123912470672705,2.668319450524392,1.6830968445182133,2.054247746328246,1.9829803843354812,1.4170533211706837,2.123912501637498
175.0,17500.0,2.0552049489929676,2.7382400757595082,2.0972509337465963,1.8413384622331643,1.968429902365832,1.3896873607002156,2.055205011875548
176.0,17600.0,2.0776684704680433,2.634556047692411,1.9826622573877193,2.1829860385836675,1.9199729951338655,1.2092949053947821,2.0776685346410524
177.0,17700.0,2.14226818824321,2.44954835364849,2.2796185351821765,1.9956989710804844,1.7765686611152076,1.2816080899253566,2.1422681914561856
178.0,17800.0,2.125268985921524,2.6242489485469065,2.4043647035314804,1.8534801732119948,1.6873296490294485,0.9653340828749972,2.1252689902085655
179.0,17900.0,2.170475270098277,2.6453710116557536,1.8613051286496698,1.956284946957857,1.8690062072826124,1.3652197500929242,2.170475332556522
180.0,18000.0,2.002526643253136,2.39060459013793,1.6682017255933441,1.9646780203630483,1.8660801922844292,1.1977372648585816,2.00252669354549
181.0,18100.0,2.0935124099828353,2.8361589246289296,2.007209485301245,1.722924093537696,1.921584198017378,1.0926717325494908,2.0935124093737496
182.0,18200.0,2.179598478166188,2.837679640519207,1.8909520311276031,1.8556071012729334,1.5838914957490633,1.0788494862718832,2.1795984802397457
183.0,18300.0,2.325535870455499,3.26909202691396,1.856382759082174,1.9589430387225977,1.7650499899404584,1.2890693402261693,2.3255359137310383
184.0,18400.0,2.031802652664814,2.598538277729013,2.1686163715379383,1.7606151555985956,1.8605630416146632,1.0806823762911875,2.0318026909280786
185.0,18500.0,2.053071216603722,2.5507266709437966,1.947503588647756,1.893359277697394,2.0247733522653615,1.243465580884536,2.053071253348268
186.0,18600.0,2.012043435032641,2.5382245065852205,2.343792273084548,1.8553156335931715,1.7945577801053125,1.093235054557931,2.012043475310581
187.0,18700.0,2.0291246071241784,2.442319638506948,1.7149522581655228,1.6643627945706847,1.7925016670017093,1.2127391165872938,2.0291246699527004
188.0,18800.0,2.1221238622040985,2.3034903156573145,1.9788759198693777,2.1291540483397666,2.3070444884432617,1.635036408356496,2.1221238900371464
189.0,18900.0,2.15498160669177,2.36848393247731,1.8999580204582684,1.825375254398886,2.097960647104132,1.4701722781237943,2.1549816707482203
190.0,19000.0,2.153961696626942,2.2948875686074417,1.9588683083593001,1.9721311310960097,2.1430321207512186,1.4519192841966706,2.1539617172179035
191.0,19100.0,1.924337568265335,2.1837401088439865,1.693818872412412,1.7659116789776148,1.8113042540089224,1.1909232727927155,1.924337618067268
192.0,19200.0,1.95332637272801,2.292111138563621,1.7783103746896194,1.8514280988772924,1.9067796228300138,1.3249714131963088,1.95332643423507
193.0,19300.0,2.0625856849279196,2.3494139822443763,1.7394901282217647,1.675175827891791,2.0433083802163865,0.8781751232962455,2.062585760885757
194.0,19400.0,2.0818183417219136,2.646524297858938,1.6317306078702984,1.674344175354659,1.8929353280228514,1.2392317498610665,2.0818183984493106
195.0,19500.0,2.0852144786389575,2.6159288145003456,1.9279589548655764,1.8816046065762335,1.6735831823190108,1.1274687778930685,2.0852145579114545
196.0,19600.0,2.0593461079974005,2.570629635359697,1.7382636278432788,1.7375016048681275,1.7928081211344566,1.1202952665825194,2.059346177813104
197.0,19700.0,1.9748522631492653,2.2837224015115622,1.830428315029266,2.0626471693633284,1.9147617119652622,1.0436637861592286,1.9748523517919399
198.0,19800.0,2.0411314975811394,2.663749323836748,1.6581054198496703,1.752694218028193,1.9537150769568414,1.078693359001013,2.0411315420972613
